App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
F-Secure AV Test,TOOLS,4.5,1250,0.241,"50,000+",Free,0,Everyone,Tools,6-Mar-18,1.0.1,4.0.3 and up
All Type DP,FAMILY,4.3,1853,5.8,"500,000+",Free,0,Everyone,Entertainment,10-May-18,1.8,4.0 and up
Camera51 - a smarter camera,PHOTOGRAPHY,4,29707,18,"1,000,000+",Free,0,Everyone,Photography,10-Feb-15,1.1.6,4.0 and up
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48,"500,000+",Free,0,Everyone,Business,20-Jul-18,6.1.2,4.0.3 and up
EZ Wifi Notification,COMMUNICATION,4.3,260,0.193,"10,000+",Free,0,Everyone,Communication,11-Aug-14,1.8,2.2 and up
CompTIA A+ Pocket Prep,FAMILY,4.3,1311,14,"10,000+",Free,0,Everyone,Education,11-Jul-18,4.5.2,4.4 and up
BS Films,FAMILY,NaN,1,24,100+,Free,0,Everyone,Entertainment,12-Dec-17,2.0.0,4.3 and up
Ain Arabic Kids Alif Ba ta,FAMILY,NaN,0,33,0+,Paid,$2.99,Everyone,Education,15-Apr-16,1,3.0 and up
Love Balls,FAMILY,4.2,357049,40,"50,000,000+",Free,0,Everyone,Puzzle,31-Jul-18,1.2.7,4.1 and up
Cutie Cubies,FAMILY,4.4,6356,83,"500,000+",Free,0,Everyone,Puzzle;Creativity,4-Jul-18,1.180702,4.1 and up
Space Z 🌏 🚀Icon Pack Theme,PERSONALIZATION,4.8,201,68,"1,000+",Paid,$1.49,Everyone,Personalization,4-Aug-18,1.2.7,4.0.3 and up
Block Strike,GAME,4.5,947515,60,"10,000,000+",Free,0,Teen,Action,25-Jul-18,5.3.1,4.1 and up
"HD Video Player (wmv,avi,mp4,flv,av,mpg,mkv)2017",VIDEO_PLAYERS,3.3,171,4.8,"10,000+",Free,0,Everyone,Video Players & Editors,10-Aug-17,1.1,4.1 and up
Super Jabber Jump,GAME,4.3,85882,23,"10,000,000+",Free,0,Everyone,Arcade,7-Nov-17,6.6.3106,2.3 and up
StirFry Stunts - We Bare Bears,GAME,4.5,121533,63,"10,000,000+",Free,0,Everyone,Arcade,24-Mar-16,1.0.0,2.3.3 and up
i am rich,BUSINESS,3.9,213,2.9,"1,000+",Free,0,Everyone,Business,9-Jun-18,1,4.0 and up
Guns'n'Glory Zombies Premium,FAMILY,4.1,313,34,"5,000+",Paid,$2.99,Everyone 10+,Strategy,15-Jul-16,1.1.5,2.3.3 and up
CityBus Lviv,AUTO_AND_VEHICLES,4.6,534,5.7,"10,000+",Free,0,Everyone,Auto & Vehicles,8-Jul-18,1.9.1,4.0.3 and up
Art Drawing Ideas,ART_AND_DESIGN,4.1,227,5.2,"50,000+",Free,0,Everyone,Art & Design,31-May-18,1.2,2.3 and up
GO Weather EX Theme White,WEATHER,4.2,8723,4.6,"500,000+",Free,0,Everyone,Weather,27-Aug-14,1,2.2 and up
OpenTable: Restaurants Near Me,FOOD_AND_DRINK,4.6,90242,19,"5,000,000+",Free,0,Everyone,Food & Drink,31-Jul-18,9.15.0.2020,5.0 and up
Weather & Clock Widget for Android,WEATHER,4.4,2371543,11,"50,000,000+",Free,0,Everyone,Weather,4-Jun-18,5.9.4.0,4.0.3 and up
Camera V7 24 Megapixel,PHOTOGRAPHY,4,2480,2.5,"100,000+",Free,0,Everyone,Photography,1-Aug-18,4,4.1 and up
EZ-VPNGate,TOOLS,4.3,36,12,"5,000+",Free,0,Everyone,Tools,21-Aug-17,1.0.7,4.0.3 and up
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759815,15,"100,000,000+",Free,0,Everyone,Tools,25-Jul-18,3.1.2,4.0 and up
FK Atlantas,SPORTS,1.5,2,26,5+,Free,0,Everyone,Sports,21-Feb-18,1,4.1 and up
Shooter Sniper CS - FPS Games,GAME,3.5,14823,40,"1,000,000+",Free,0,Teen,Action,15-Feb-17,4,2.3 and up
Dude Perfect,SPORTS,4.5,97,1.9,"10,000+",Free,0,Everyone,Sports,28-Jun-17,1,4.1 and up
BN Pro White Text,LIBRARIES_AND_DEMO,4.4,50,0.506,"5,000+",Free,0,Everyone,Libraries & Demo,5-Feb-17,2.3.2,1.6 and up
Tools & Mi Band,HEALTH_AND_FITNESS,4.4,15753,13,"100,000+",Paid,$3.49,Everyone,Health & Fitness,26-Jul-18,3.7.3,4.3 and up
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41,"1,000,000+",Free,0,Everyone,Business,13-Jul-18,18.7,4.1 and up
Mirk V Launcher Theme,PERSONALIZATION,4.5,292,7.9,"10,000+",Free,0,Everyone,Personalization,15-Mar-17,v1.0.50,2.3 and up
Night: DU Launcher Theme,PERSONALIZATION,4.3,1419,0.485,"50,000+",Free,0,Everyone,Personalization,15-Oct-15,1.1,4.0 and up
Bacterial Vaginosis,HEALTH_AND_FITNESS,NaN,1,4.9,100+,Free,0,Everyone,Health & Fitness,21-Feb-18,1.2,4.0 and up
Pocket Little Pony,FAMILY,4.1,47576,14,"1,000,000+",Free,0,Everyone 10+,Simulation,1-Mar-17,1.95,4.0 and up
Soul Knight,GAME,4.7,292164,59,"10,000,000+",Free,0,Everyone 10+,Action,1-Aug-18,1.8.4,4.1 and up
Baby Monitor,PARENTING,4.4,5343,5.2,"1,000,000+",Free,0,Everyone,Parenting,30-Mar-18,2.1.1,4.1 and up
Batman: Gotham’s Most Wanted!,FAMILY,4,16190,88,"1,000,000+",Free,0,Everyone,Action;Action & Adventure,24-Apr-18,2.1.1,4.0 and up
CHOSEN - EV Smart Charger,AUTO_AND_VEHICLES,NaN,1,19,10+,Free,0,Everyone,Auto & Vehicles,7-Aug-18,3.4.4,4.2 and up
Tencent Video - Supporting the whole network,VIDEO_PLAYERS,3.5,13205,44,"1,000,000+",Free,0,Teen,Video Players & Editors,31-Jul-18,6.2.2.17136,3.0 and up
Text on Photo - Fonteee,ART_AND_DESIGN,4.4,13880,28,"1,000,000+",Free,0,Everyone,Art & Design,27-Oct-17,1.0.4,4.1 and up
Survival Forest : Survivor Home Builder,FAMILY,3.6,9389,64,"1,000,000+",Free,0,Teen,Simulation,31-May-18,1.3.4,4.0 and up
Barbie™ Fashion Closet,GAME,4.1,68057,85,"10,000,000+",Free,0,Everyone,Casual;Creativity,30-Jul-18,1.3.7,4.1 and up
SilverSingles: The 50+ Dating App,DATING,3.3,149,16,"10,000+",Free,0,Mature 17+,Dating,31-Jul-18,4.8.5,4.0.3 and up
BK Arogyam Task Track,BUSINESS,5,8,3.7,100+,Free,0,Everyone,Business,5-Jun-18,1.1.1,4.1 and up
"Video Editor,Crop Video,Movie Video,Music,Effects",VIDEO_PLAYERS,4.7,53006,44,"1,000,000+",Free,0,Everyone,Video Players & Editors,3-Aug-18,1.5.1,4.4 and up
Analog Clock AW-7 PRO,TOOLS,3.3,40,2.7,"1,000+",Paid,$1.99,Everyone,Tools,7-Mar-18,2,4.3 and up
Windguru Lite,WEATHER,4,9307,5,"1,000,000+",Free,0,Everyone,Weather,9-Jan-18,2.0.8,4.4 and up
C Programming,EDUCATION,4.3,22251,1.8,"1,000,000+",Free,0,Everyone,Education,28-Jun-15,3,2.3 and up
CF SPOT,HEALTH_AND_FITNESS,NaN,0,9.7,100+,Free,0,Everyone,Health & Fitness,9-Jul-18,4.2.2,4.1 and up
TV Local El Salvador,FAMILY,4.3,323,3.6,"10,000+",Free,0,Everyone,Entertainment,8-May-18,1,4.0.3 and up
F.A Sumon songs,FAMILY,NaN,6,5.4,"1,000+",Free,0,Everyone,Entertainment,18-Mar-18,1.1,4.1 and up
Blidz - Hunt Free Deals On Trending Items!,SHOPPING,4.4,1659,33,"50,000+",Free,0,Everyone,Shopping,29-Jun-18,2.4.0,4.4 and up
MARVEL Strike Force,GAME,4.3,165888,91,"5,000,000+",Free,0,Teen,Role Playing,31-Jul-18,1.4.0,4.4 and up
Udemy - Online Courses,EDUCATION,4.5,99020,18,"1,000,000+",Free,0,Everyone,Education,2-Aug-18,5.0.4,5.0 and up
BD Attendance,PRODUCTIVITY,4.8,93,14,"1,000+",Free,0,Everyone,Productivity,17-Jul-18,2.3.14,4.3 and up
I am Millionaire - Richest guy in the town,LIFESTYLE,3.6,126,1.4,"5,000+",Paid,$2.49,Everyone,Lifestyle,22-Jun-18,8,4.1 and up
PES 2018 PRO EVOLUTION SOCCER,SPORTS,4.4,1721943,26,"10,000,000+",Free,0,Everyone,Sports,27-Jun-18,2.3.2,5.0 and up
RETRO Shocked DW-6000,PERSONALIZATION,5,13,0.5,100+,Paid,$1.49,Everyone,Personalization,4-Apr-17,1.2,2.3 and up
OFF-ROAD SIMULATOR 4x4 : REAL,FAMILY,4.2,109,25,"10,000+",Free,0,Everyone,Simulation,15-Apr-17,1.4,2.3 and up
Monash Uni Low FODMAP Diet,MEDICAL,4.2,1135,12,"100,000+",Paid,$9.00,Everyone,Medical,16-Jul-18,2.0.7,4.0 and up
Seen,FAMILY,4.5,118285,22,"1,000,000+",Free,0,Teen,Simulation,24-May-18,1.2.1,4.1 and up
Wallpapers Toyota FJ Cruiser,PERSONALIZATION,4.2,78,10,"10,000+",Free,0,Everyone,Personalization,20-Jun-16,1,2.3.3 and up
BLOOD & GLORY: IMMORTALS,GAME,4.3,101762,11,"1,000,000+",Free,0,Teen,Action,11-Jun-15,2.0.0,3.0 and up
Weapons simulator AK-47,FAMILY,4.1,21,26,"5,000+",Free,0,Everyone,Simulation,15-May-17,1,4.1 and up
Random Love (BF),FAMILY,3.7,3,10,50+,Free,0,Everyone,Entertainment,4-Oct-15,1.0.0,2.2 and up
Real Estate by Movoto,LIFESTYLE,4.4,3114,13,"100,000+",Free,0,Everyone,Lifestyle,20-Feb-18,6.1,4.0.3 and up
Subway Surfers,GAME,4.5,27722264,76,"1,000,000,000+",Free,0,Everyone 10+,Arcade,12-Jul-18,1.90.0,4.1 and up
ENCHANT U,FAMILY,4.3,83977,11,"500,000+",Free,0,Everyone,Casual,8-Nov-12,1.2.2,2.1 and up
CB Edits PNG & CB Backgrounds,PHOTOGRAPHY,4.2,17,3.4,"5,000+",Free,0,Everyone,Photography,20-Jul-18,1.0.0,4.1 and up
BV Teknisk App,BUSINESS,NaN,0,2,50+,Free,0,Everyone,Business,15-Jan-16,4.1.2099,4.0 and up
Victoria EC,TOOLS,5,5,3.8,500+,Free,0,Everyone,Tools,30-Mar-18,1.283.0037,2.3.3 and up
Truck Driver Cargo,GAME,4.1,257531,44,"10,000,000+",Free,0,Everyone 10+,Racing,18-Jan-18,7,4.1 and up
Bubble,TOOLS,4.5,31621,0.208,"5,000,000+",Free,0,Everyone,Tools,10-Jul-11,2.0.1,1.6 and up
Marvel and DC Wallpapers,PERSONALIZATION,4.2,249,91,"10,000+",Free,0,Everyone,Personalization,7-Jul-18,4,4.1 and up
House app: beautiful everyday ~,HOUSE_AND_HOME,4.6,2669,10,"500,000+",Free,0,Teen,House & Home,3-Aug-18,2.0.6.9,4.1 and up
FJ-link,TOOLS,NaN,1,20,10+,Free,0,Everyone,Tools,3-Jan-18,1.1.2,4.1 and up
Pocket,NEWS_AND_MAGAZINES,4.5,256680,12,"10,000,000+",Free,0,Everyone,News & Magazines,24-Jul-18,6.7.15.7,4.0.3 and up
S’more - Earn Cash Rewards,PRODUCTIVITY,4.1,15097,14,"1,000,000+",Free,0,Everyone,Productivity,23-Jul-18,1.6.0,4.2 and up
GearBest Online Shopping,SHOPPING,4.5,245104,35,"5,000,000+",Free,0,Everyone,Shopping,1-Aug-18,3.6.0,4.0.3 and up
MARVEL Contest of Champions,GAME,4.3,2468915,92,"50,000,000+",Free,0,Teen,Action,30-Jul-18,19.1.0,4.0.3 and up
Photo Frame,PHOTOGRAPHY,4.5,74476,23,"10,000,000+",Free,0,Everyone,Photography,19-Jun-18,1.6,4.0 and up
DG Coupon,SHOPPING,3.7,668,1.1,"100,000+",Free,0,Everyone,Shopping,16-Jul-18,20,4.0 and up
Free Books - Spirit Fanfiction and Stories,BOOKS_AND_REFERENCE,4.8,116507,5,"1,000,000+",Free,0,Teen,Books & Reference,1-Aug-18,2.0.075,4.0.3 and up
BV Frankfurt inside,SPORTS,NaN,3,4.8,50+,Free,0,Everyone,Sports,21-Jun-18,1.5,4.4 and up
DC Trails-Hop On Hop Off Tours,TRAVEL_AND_LOCAL,3.1,16,18,"5,000+",Free,0,Everyone,Travel & Local,1-Aug-18,1.4.9,4.0.3 and up
VR AG Racing for Cardboard,GAME,3.4,13,27,"1,000+",Free,0,Everyone,Racing,29-Sep-16,1.1,4.1 and up
Sago Mini Friends,FAMILY,4.4,13155,83,"1,000,000+",Free,0,Everyone,Education;Pretend Play,16-Jun-16,1.3,4.0.3 and up
Azpen eReader,BOOKS_AND_REFERENCE,3.5,156,42,"500,000+",Free,0,Everyone,Books & Reference,15-Feb-18,3.1.7.9,2.2 and up
Navigation Plus,TRAVEL_AND_LOCAL,4.1,928,14,"1,000,000+",Free,0,Everyone,Travel & Local,9-Jan-18,11.0.269 (m),4.1 and up
EC - AP & Telangana,BOOKS_AND_REFERENCE,3.5,10,3,"5,000+",Free,0,Everyone,Books & Reference,10-Nov-17,1,4.0.3 and up
Endress+Hauser Operations,BUSINESS,4.5,234,3.4,"10,000+",Free,0,Everyone,Business,16-Apr-18,2.4.3.1523,4.0 and up
Strange Hero: Future Battle,GAME,4.2,88901,73,"10,000,000+",Free,0,Teen,Action,24-May-18,11.0.0,4.0 and up
Davis's Drug Guide,MEDICAL,3.9,272,6.4,"50,000+",Free,0,Everyone,Medical,11-Dec-17,2.7.36,4.1 and up
Surah Al-Waqiah,BOOKS_AND_REFERENCE,4.7,1201,2.9,"100,000+",Free,0,Everyone,Books & Reference,24-Jun-15,1,2.3.3 and up
The Zueira's Voice,TOOLS,4.7,136540,3.1,"1,000,000+",Free,0,Everyone,Tools,10-Jul-18,4.75,4.0.3 and up
S Launcher Pro for Galaxy,PERSONALIZATION,4.1,47,0.026,"1,000+",Paid,$4.99,Everyone,Personalization,12-Feb-16,1,4.1 and up
POLARIS 2MFG,FAMILY,4.8,1228,29,"10,000+",Free,0,Everyone,Education,28-Mar-18,1.7,4.1 and up
CityMaps2Go Plan Trips Travel Guide Offline Maps,TRAVEL_AND_LOCAL,4.3,64713,58,"1,000,000+",Free,0,Everyone,Travel & Local,9-Jun-18,10.9.8 (Play),5.0 and up
F Length Sim (no Ads),PHOTOGRAPHY,NaN,0,1.7,10+,Paid,$2.00,Everyone,Photography,29-Apr-18,1,4.0.3 and up
Moto Photo Editor,PHOTOGRAPHY,3.3,3492,17,"5,000,000+",Free,0,Everyone,Photography,14-Jun-18,1.5.3.8,7.0 and up
Replika,FAMILY,4.5,45458,35,"1,000,000+",Free,0,Mature 17+,Entertainment,3-Aug-18,1.5.49,4.4 and up
G-NetWiFi Pro,TOOLS,3.3,6,1.5,100+,Paid,$5.99,Everyone,Tools,18-Jun-18,3.2,4.0 and up
Calorie Counter - Macros,HEALTH_AND_FITNESS,4,3061,5.5,"100,000+",Free,0,Everyone,Health & Fitness,27-Aug-16,2.3.4,5.0 and up
Hinge: Dating & Relationships,DATING,4.2,7779,12,"500,000+",Free,0,Mature 17+,Dating,3-Aug-18,6.1.3,5.0 and up
love,PHOTOGRAPHY,4.3,42677,22,"1,000,000+",Free,0,Everyone,Photography,15-Jun-18,1.28,4.0.3 and up
FE IP,TOOLS,NaN,3,12,"1,000+",Free,0,Everyone,Tools,27-Oct-17,1.51,3.0 and up
AL Voice Recorder,PRODUCTIVITY,3.6,4832,2.4,"1,000,000+",Free,0,Everyone,Productivity,22-Nov-16,2.1.7.3,3.0 and up
Baby Game Animal Jam Free,GAME,2.8,9,26,500+,Free,0,Everyone,Board,24-Mar-17,1,2.3 and up
GO CP Evolution Calculator,FAMILY,NaN,5,2.4,100+,Free,0,Everyone,Entertainment,29-Jan-17,1,4.0.3 and up
Lollipop Launcher Plus,PERSONALIZATION,4.1,131,0.027,"1,000+",Paid,$4.99,Everyone,Personalization,8-Mar-15,1,4.0.3 and up
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13049,13,"500,000+",Free,0,Mature 17+,Dating,31-Jul-18,4.17.2,4.1 and up
CE-STRONG,FAMILY,NaN,0,16,100+,Free,0,Everyone,Education,17-Jun-16,1.0.4,4.0 and up
Google Now Launcher,TOOLS,4.2,857215,7.9,"100,000,000+",Free,0,Everyone,Tools,7-Dec-17,1.4.large,4.1 - 7.1.1
Bible du Semeur-BDS (French),BOOKS_AND_REFERENCE,4.5,313,6.9,"50,000+",Free,0,Everyone,Books & Reference,4-Aug-18,0.7,1.0 and up
Numerica CU,FINANCE,3.8,472,8.6,"50,000+",Free,0,Everyone,Finance,21-Feb-18,5.0.0,4.0 and up
Safeway,LIFESTYLE,4.3,33572,37,"1,000,000+",Free,0,Everyone,Lifestyle,2-Aug-18,6.2.0,4.4 and up
Classic Calculator,TOOLS,4,85659,27,"5,000,000+",Free,0,Everyone,Tools,25-Feb-18,1.51,3.0 and up
"591 housing transactions - renting houses, middle-class houses, new cases, real-time registration, villas through the sky, apartment suites, MRT, buying a house selling prices, housing mortgages",HOUSE_AND_HOME,4.1,24977,21,"1,000,000+",Free,0,Everyone,House & Home,1-Aug-18,3.5.9,4.0.3 and up
Propel BI APP,BUSINESS,5,3,23,100+,Free,0,Everyone,Business,24-Jul-18,1.39,4.4 and up
BD Fishpedia,BOOKS_AND_REFERENCE,4.8,123,6.5,"1,000+",Free,0,Everyone,Books & Reference,15-Mar-17,3.15317,3.0 and up
CD Events,BUSINESS,NaN,1,9.5,100+,Free,0,Everyone,Business,27-Mar-15,0.9.0,2.3.3 and up
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2,"50,000,000+",Free,0,Everyone,Productivity,2-Jul-18,6.4.0,4.0 and up
Gaydorado,FAMILY,3.9,8419,47,"100,000+",Free,0,Teen,Role Playing,1-Aug-18,0.0.42,4.0.3 and up
My EU,FAMILY,3.8,4,13,100+,Free,0,Everyone,Education,15-May-17,3.2.1,4.1 and up
Co-op Taxi,MAPS_AND_NAVIGATION,3.4,168,53,"10,000+",Free,0,Everyone,Maps & Navigation,1-May-18,3.19.34,5.0 and up
Mango Languages: Lovable Language Courses,EDUCATION,4,4815,19,"500,000+",Free,0,Everyone,Education,17-Jul-18,4.2.3,4.2 and up
Bing Ads,BUSINESS,4.1,1828,13,"100,000+",Free,0,Everyone,Business,20-Jul-18,2.13.2,4.1 and up
Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,3.4,500+,Free,0,Everyone,Dating,16-Jul-18,2.5,4.0.3 and up
EY Football,SPORTS,NaN,0,26,10+,Free,0,Everyone,Sports,14-Aug-17,1,4.1 and up
Melior NUI - Material CM Theme,PERSONALIZATION,4.7,1873,14,"100,000+",Free,0,Everyone,Personalization,7-Nov-16,Varies with device,Varies with device
I Creative Idea,ART_AND_DESIGN,4.7,353,4.2,"10,000+",Free,0,Teen,Art & Design,27-Apr-18,1.6,4.1 and up
Simpli CT,TOOLS,NaN,4,11,100+,Free,0,Everyone,Tools,30-Nov-17,1.0.2,4.3 and up
AG Subway Simulator Mobile,FAMILY,4.5,623,47,"5,000+",Paid,$0.99,Everyone,Simulation,2-Jun-18,1.3.0.6,4.1 and up
Gangster City Auto Theft,GAME,4.3,350,67,"50,000+",Free,0,Everyone,Action,27-Jul-18,Varies with device,4.0.3 and up
Bitcoin BX Thailand PRO,FINANCE,1.7,21,21,100+,Paid,$4.99,Everyone,Finance,22-Oct-17,5,4.0.3 and up
BF 4 Guns,FAMILY,4,1542,13,"50,000+",Free,0,Everyone,Entertainment,9-Jun-15,3,3.0 and up
Free Slideshow Maker & Video Editor,PHOTOGRAPHY,4.2,162564,11,"10,000,000+",Free,0,Everyone,Photography,5-Aug-18,5.2,4.0 and up
Schulman B.V.,SHOPPING,4,6,20,100+,Free,0,Everyone,Shopping,14-Sep-16,1,4.1 and up
IHG®: Hotel Deals & Rewards,TRAVEL_AND_LOCAL,4.3,18622,44,"1,000,000+",Free,0,Everyone,Travel & Local,3-Aug-18,4.15.1,4.4 and up
Stash: Invest. Learn. Save.,FINANCE,4.2,11919,23,"1,000,000+",Free,0,Everyone,Finance,27-Jul-18,1.13.2.11,4.4 and up
Texas Hold'em Poker,GAME,3.6,12846,14,"1,000,000+",Free,0,Teen,Casino,29-Dec-17,3.3,4.1 and up
Vintage Flower CM Locker Theme,PERSONALIZATION,4.3,2910,2.3,"500,000+",Free,0,Everyone,Personalization,24-Jan-16,1.0.0,4.0 and up
Basket Manager 2018 Free,SPORTS,3.4,1520,6.3,"50,000+",Free,0,Everyone,Sports,17-Apr-18,3.7,4.4 and up
Map My Hike GPS Hiking,HEALTH_AND_FITNESS,4.4,12858,55,"500,000+",Free,0,Everyone,Health & Fitness,27-Jul-18,18.7.1,5.0 and up
Arizona Trail,TRAVEL_AND_LOCAL,4.7,65,13,"5,000+",Free,0,Everyone,Travel & Local,6-Apr-17,6.0.19,4.1 and up
Open Camera,PHOTOGRAPHY,4.3,116880,2,"10,000,000+",Free,0,Everyone,Photography,23-Apr-18,1.43.3,4.0.3 and up
DW Uninstall Applications,TOOLS,NaN,0,2.5,10+,Free,0,Everyone,Tools,5-Feb-17,1,2.3 and up
Supervision service,AUTO_AND_VEHICLES,4,2155,15,"500,000+",Free,0,Everyone,Auto & Vehicles,30-Jul-18,1.10.3,5.0 and up
VITAS Hospice Referral App for Healthcare Pros,MEDICAL,4.4,27,15,"5,000+",Free,0,Everyone,Medical,20-Jul-18,2.5.0 b665,5.0 and up
iProperty Malaysia,HOUSE_AND_HOME,4.2,809,7.8,"100,000+",Free,0,Everyone,House & Home,25-Jul-18,1.6.1.2,4.0 and up
Video.Guru - Video Maker,VIDEO_PLAYERS,4.6,36969,27,"1,000,000+",Free,0,Everyone,Video Players & Editors,6-Aug-18,1.137.22,4.3 and up
CK SKILLZ,HEALTH_AND_FITNESS,NaN,0,8.6,50+,Free,0,Everyone,Health & Fitness,15-May-18,1.1.7,4.1 and up
Offline Maps & Navigation,TRAVEL_AND_LOCAL,4.7,193364,33,"5,000,000+",Free,0,Everyone,Travel & Local,7-Jun-18,17.4.1,4.0.3 and up
CI MOBI,FAMILY,4.3,108,42,"5,000+",Free,0,Everyone,Education,7-Oct-17,1.2.1,4.0 and up
Access Point Finder,LIFESTYLE,4,22,2.5,"10,000+",Free,0,Everyone,Lifestyle,6-Sep-16,1,3.0 and up
Z War-Zombie Modern Combat,FAMILY,4.2,62301,72,"5,000,000+",Free,0,Teen,Strategy,1-Aug-18,1.6,4.1 and up
EJ Elite Prospects League,SPORTS,3.3,3,12,"1,000+",Free,0,Everyone,Sports,23-Feb-18,5.5.4,4.1 and up
eu sou franky,BUSINESS,3.7,195,4,"10,000+",Free,0,Everyone,Business,21-Nov-16,1.0.1,4.0 and up
Homework Planner,EDUCATION,4,2525,1.2,"100,000+",Free,0,Everyone,Education,11-Jan-15,15.9.4,4.0 and up
EV Bon Dictionary,FAMILY,NaN,11,16,500+,Free,0,Everyone,Education,28-Oct-17,2,4.0 and up
Mental Hospital V,GAME,4.2,2460,25,"50,000+",Paid,$0.99,Mature 17+,Action,19-Nov-16,1.04,4.2 and up
stranger chat - anonymous chat,DATING,3.5,13202,6.1,"1,000,000+",Free,0,Mature 17+,Dating,7-Jul-18,2.4.1,4.1 and up
Little Magnet BT,TOOLS,4.6,3703,3.8,"100,000+",Free,0,Everyone,Tools,5-Aug-18,4.1.4,4.2 and up
AG Track,TOOLS,4.1,12,8.7,100+,Free,0,Everyone,Tools,23-Mar-18,3.3,4.0 and up
BN Más Cerca de Usted,FINANCE,3.9,8185,45,"500,000+",Free,0,Everyone,Finance,6-Jul-18,5.1,4.4 and up
"Z Camera - Photo Editor, Beauty Selfie, Collage",PHOTOGRAPHY,4.4,1075277,47,"100,000,000+",Free,0,Mature 17+,Photography,3-Aug-18,4.21,4.1 and up
Hungry Shark Evolution,GAME,4.5,6074334,100,"100,000,000+",Free,0,Teen,Arcade,25-Jul-18,6.0.0,4.1 and up
Six Packs for Man–Body Building with No Equipment,HEALTH_AND_FITNESS,4.6,2880,7.1,"100,000+",Free,0,Everyone,Health & Fitness,24-Jul-18,1.0.8,4.1 and up
500 AP World History Questions,FAMILY,4.7,7,1.2,100+,Paid,$9.99,Everyone,Education,1-Nov-13,1.2,1.6 and up
Earth & Moon in HD Gyro 3D Parallax Live Wallpaper,PERSONALIZATION,4.5,66321,18,"5,000,000+",Free,0,Everyone,Personalization,11-Jun-18,2.4,4.1 and up
H&M,LIFESTYLE,3.7,41941,14,"10,000,000+",Free,0,Everyone,Lifestyle,30-Jul-18,9.6.3,4.4 and up
Clash of Clans,GAME,4.6,44893888,98,"100,000,000+",Free,0,Everyone 10+,Strategy,15-Jul-18,10.322.16,4.1 and up
Deck Analyzer for CR,TOOLS,4.2,2630,18,"100,000+",Free,0,Everyone,Tools,2-Feb-17,1.3.0,4.1 and up
Au Pair,SOCIAL,3.6,58,15,"10,000+",Free,0,Everyone,Social,14-Aug-17,1.3.0,4.2 and up
Cal - Google Calendar + Widget,PRODUCTIVITY,4.2,86172,13,"1,000,000+",Free,0,Everyone,Productivity,1-Feb-16,1.1.7,4.0 and up
Roulette Advisor LITE,GAME,4.1,41,1.4,"5,000+",Free,0,Everyone,Casino,21-Aug-14,2.2,3.0 and up
"Sephora: Skin Care, Beauty Makeup & Fragrance Shop",BEAUTY,4.5,26834,57,"1,000,000+",Free,0,Everyone,Beauty,24-Jul-18,18.5,5.0 and up
Design innovation CD Cassette,LIFESTYLE,NaN,5,8.3,500+,Free,0,Everyone,Lifestyle,6-Feb-17,1,2.3 and up
APUS Booster - Space Cleaner & Booster,PRODUCTIVITY,4.6,1048766,13,"10,000,000+",Free,0,Everyone,Productivity,3-Aug-18,2.6.28,4.0.3 and up
BP-Tech,FAMILY,3.2,12,13,"1,000+",Free,0,Everyone,Casual,3-Feb-18,1.3_4,4.0 and up
Dr. Oetker recipe ideas,FOOD_AND_DRINK,4.2,8509,17,"1,000,000+",Free,0,Everyone,Food & Drink,12-Jul-18,3.5.5,4.0.3 and up
EB-TV,SPORTS,NaN,6,30,"1,000+",Free,0,Everyone,Sports,25-May-18,2.2.1,4.4 and up
Glitter Color By Number - Glitter Number Coloring,FAMILY,3.5,1380,6.9,"500,000+",Free,0,Everyone,Entertainment,18-Jul-18,1.6,4.0 and up
Pou,GAME,4.3,10485308,24,"500,000,000+",Free,0,Everyone,Casual,25-May-18,1.4.77,4.0 and up
"What's Up, Snoopy? - Peanuts",FAMILY,4.5,773,55,"100,000+",Free,0,Everyone,Arcade;Action & Adventure,22-Aug-17,1.0.1,5.1 and up
Eh Bee Wallpapers HD,PERSONALIZATION,5,4,3.9,100+,Free,0,Everyone,Personalization,24-Apr-18,1,4.1 and up
U+Box,PRODUCTIVITY,3.8,24517,22,"10,000,000+",Free,0,Everyone,Productivity,23-May-18,4.2.17,5.0 and up
weight conversion calculator,TOOLS,4,807,1.8,"100,000+",Free,0,Everyone,Tools,18-May-18,20180517,2.3 and up
Wish - Shopping Made Fun,SHOPPING,4.5,6212081,15,"100,000,000+",Free,0,Everyone,Shopping,3-Aug-18,4.20.5,4.1 and up
Language Therapy: Aphasia,MEDICAL,NaN,10,28,"1,000+",Paid,$74.99,Everyone,Medical,25-Jun-18,3.1.1,4.0.3 and up
BD Simplist Through Their Eyes,FAMILY,NaN,1,38,10+,Free,0,Everyone,Simulation,4-Dec-15,1,4.1 and up
Contents Provider(C.P.)Explorer,TOOLS,4,1,1.2,100+,Free,0,Everyone,Tools,20-Jun-18,5,3.0 and up
